System,Dataset,Model,MAE,MAPE,RMSE
h2,ycsb-600.csv,XGBoost,0.2247780996407818,1.8038396212158012,0.3011497871410832
h2,ycsb-600.csv,Linear Regression,0.5171730809904566,2.190525716687838,0.64077501537146
h2,ycsb-600.csv,XGBoost,0.24080753939700378,1.4334846026594092,0.3223417295591529
h2,ycsb-600.csv,Linear Regression,0.5120696352062225,1.2630631782377586,0.6433637193583495
h2,ycsb-600.csv,XGBoost,0.22893286455489884,0.8576672278154183,0.30569850231349427
h2,ycsb-600.csv,Linear Regression,0.5364333764449094,2.0712696885357067,0.6789054484367754
h2,ycsb-600.csv,XGBoost,0.23547160101185918,1.460772717838093,0.31211808403335894
jump3r,beethoven.wav.csv,Linear Regression,0.3863013614139107,3.0066172152478448,0.5044007027813839
jump3r,beethoven.wav.csv,XGBoost,0.2760527239821897,1.3219766926764192,0.39877684615228254
jump3r,beethoven.wav.csv,Linear Regression,0.3994218954668993,2.918320932973517,0.516815937389276
jump3r,beethoven.wav.csv,XGBoost,0.28971678481450847,2.1211351881772784,0.4143788098550269
jump3r,beethoven.wav.csv,Linear Regression,0.40101272004506605,1.9484351173933228,0.5130431133004087
jump3r,beethoven.wav.csv,XGBoost,0.2825808532752511,1.020954408604395,0.4069407648098261
jump3r,beethoven.wav.csv,Linear Regression,0.39584596479551165,4.1643613787968725,0.5096008555016471
jump3r,beethoven.wav.csv,XGBoost,0.28108807166411093,2.3082469989552625,0.40646301118879974
jump3r,beethoven.wav.csv,Linear Regression,0.3930397806127429,4.75840492105743,0.5060213663251333
jump3r,beethoven.wav.csv,XGBoost,0.2763703517477582,1.8470894881174542,0.3992392579074275
jump3r,dual-channel.wav.csv,Linear Regression,0.3614774251734338,2.459683813382202,0.5044022943361594
jump3r,dual-channel.wav.csv,XGBoost,0.25370458276443,1.9212894886532559,0.37115135176790087
jump3r,dual-channel.wav.csv,Linear Regression,0.3896934298600309,3.379772541448564,0.544666485795805
jump3r,dual-channel.wav.csv,XGBoost,0.27025102628713393,2.3229448925759812,0.3839937859088808
jump3r,dual-channel.wav.csv,Linear Regression,0.36856655933655824,3.5442914838128567,0.5063861564260373
jump3r,dual-channel.wav.csv,XGBoost,0.26837564535049335,2.617430598009963,0.3897366555447497
jump3r,dual-channel.wav.csv,Linear Regression,0.373558842790118,3.5824172716947276,0.5212639559792469
jump3r,dual-channel.wav.csv,XGBoost,0.2704285574253416,2.4782862724580843,0.39017126692851345
jump3r,dual-channel.wav.csv,Linear Regression,0.3706334859971818,2.5088193993839334,0.5128850197616595
jump3r,dual-channel.wav.csv,XGBoost,0.26009826336870734,1.8730952166057169,0.381993498273422
jump3r,helix.wav.csv,Linear Regression,0.35015102443456286,1.8759715244966866,0.5164952414075592
jump3r,helix.wav.csv,XGBoost,0.2702357659886444,1.5216439762021048,0.4393801463749424
jump3r,helix.wav.csv,Linear Regression,0.3733831633345608,1.5817816138806942,0.5051287615546016
jump3r,helix.wav.csv,XGBoost,0.285566274735223,1.1274480224156591,0.419667256502171
jump3r,helix.wav.csv,Linear Regression,0.36686396598297394,1.5552569494008706,0.5318664182814096
jump3r,helix.wav.csv,XGBoost,0.2792165737604781,1.0511027196911455,0.4269122485908026
jump3r,helix.wav.csv,Linear Regression,0.3619279662053233,1.3548605075109146,0.5294011830817384
jump3r,helix.wav.csv,XGBoost,0.2832619477243648,1.0040975043988567,0.4369341146588553
jump3r,helix.wav.csv,Linear Regression,0.3554685463269346,1.7171166086511158,0.48057459631798366
jump3r,helix.wav.csv,XGBoost,0.27013804523008583,1.043441772608478,0.4092583351641206
jump3r,single-channel.wav.csv,Linear Regression,0.365985045335862,2.359418879251492,0.4796527985124292
jump3r,single-channel.wav.csv,XGBoost,0.28276541114136383,1.489009224836826,0.3926193640707056
jump3r,single-channel.wav.csv,Linear Regression,0.37858352253516747,2.8478822771161485,0.4982582889605079
jump3r,single-channel.wav.csv,XGBoost,0.29986800213588866,1.8165036182719316,0.4164089791408512
jump3r,single-channel.wav.csv,Linear Regression,0.3765851225093405,2.542688789124513,0.49736099940037726
jump3r,single-channel.wav.csv,XGBoost,0.2891617099031127,1.5788157380716363,0.40338879269347955
jump3r,single-channel.wav.csv,Linear Regression,0.36990146957613734,1.9843879580762815,0.49313512627774353
jump3r,single-channel.wav.csv,XGBoost,0.2928665420967163,1.3622258273866528,0.4108853565413243
jump3r,single-channel.wav.csv,Linear Regression,0.3691843537406517,2.336789751378016,0.48208662237600786
jump3r,single-channel.wav.csv,XGBoost,0.2814493232363437,1.4481215200695847,0.3990026061140139
jump3r,speech.wav.csv,Linear Regression,0.28959206942054183,1.9243546976803338,0.3712877300575812
jump3r,speech.wav.csv,XGBoost,0.22280847512126595,0.8928209931309999,0.30740036178171976
jump3r,speech.wav.csv,Linear Regression,0.3021695955992827,1.8331234873445894,0.38108859581247995
jump3r,speech.wav.csv,XGBoost,0.23148718581692984,1.0380067110062172,0.3171079173733404
jump3r,speech.wav.csv,Linear Regression,0.2943504005081379,1.4590907689906014,0.3689158739583654
jump3r,speech.wav.csv,XGBoost,0.21954279643302213,0.7030819268018333,0.3017149626744991
jump3r,speech.wav.csv,Linear Regression,0.29514115591949697,1.6207022482010818,0.3666581738188752
jump3r,speech.wav.csv,XGBoost,0.222974163713499,0.7931863657352891,0.3072175877582249
jump3r,speech.wav.csv,Linear Regression,0.294416312912014,2.170569559288176,0.371532439622951
jump3r,speech.wav.csv,XGBoost,0.22213068390633312,0.8462167965327818,0.30559293263926673
jump3r,sweep.wav.csv,Linear Regression,0.32242100583152905,1.2724361143740668,0.41057145640168097
jump3r,sweep.wav.csv,XGBoost,0.25170378840609614,0.8841335119443439,0.35171887229977244
jump3r,sweep.wav.csv,Linear Regression,0.33447918242614477,1.3791045952401282,0.4229931621519743
jump3r,sweep.wav.csv,XGBoost,0.26192382340211384,0.9262577894784011,0.3611213137843296
jump3r,sweep.wav.csv,Linear Regression,0.33283908066283,1.3817106642165127,0.4215686658529168
jump3r,sweep.wav.csv,XGBoost,0.25123856955284646,0.9022154701343104,0.34861957132075516
jump3r,sweep.wav.csv,Linear Regression,0.3269422752745158,1.357094337674361,0.41108435069248506
jump3r,sweep.wav.csv,XGBoost,0.24707369693502806,0.8418684635082838,0.3470714399851308
jump3r,sweep.wav.csv,Linear Regression,0.3230564192579716,1.2726259576083943,0.40950350672344793
jump3r,sweep.wav.csv,XGBoost,0.24356040095516046,0.8440493267274166,0.33601130641331417
kanzi,ambivert.csv,Linear Regression,0.4436651722933001,1.4480584448277642,0.7257569034418325
kanzi,ambivert.csv,XGBoost,0.02643678900619627,0.20951571191466395,0.051932462298205744
kanzi,ambivert.csv,Linear Regression,0.46869906304433234,1.8723909408883814,0.760504234754311
kanzi,ambivert.csv,XGBoost,0.027781807500874882,0.24019817517788378,0.06104976236873345
kanzi,ambivert.csv,Linear Regression,0.4642399036272,1.4643885770653597,0.7309455161245825
kanzi,ambivert.csv,XGBoost,0.025068279073800395,0.11519334850510107,0.041063520037554285
kanzi,ambivert.csv,Linear Regression,0.45810523579617896,1.4715174482904048,0.7518449737195148
kanzi,ambivert.csv,XGBoost,0.028207630336567317,0.12894362120017977,0.08239907120204414
kanzi,ambivert.csv,Linear Regression,0.44792512720088196,1.7267472692715973,0.7120896722549225
kanzi,ambivert.csv,XGBoost,0.024382862561933224,0.14082218182640008,0.04036888353792688
kanzi,artificl.csv,Linear Regression,0.536620509090817,1.6885993579918732,0.789839285034174
kanzi,artificl.csv,XGBoost,0.050501737728646454,0.19613757916060912,0.10320921099793373
kanzi,artificl.csv,Linear Regression,0.5793601339368165,1.7031379569343312,0.8591429410254074
kanzi,artificl.csv,XGBoost,0.055301184893932986,0.20089699209677628,0.11380897520720468
kanzi,artificl.csv,Linear Regression,0.5561788604659087,1.8256633551929835,0.8039266043006632
kanzi,artificl.csv,XGBoost,0.056668898619446004,0.19635628488030082,0.1225927978997325
kanzi,artificl.csv,Linear Regression,0.5595321943321916,1.6496724619779164,0.8321199905535887
kanzi,artificl.csv,XGBoost,0.055840100612578346,0.18968564184338155,0.12233902572269398
kanzi,artificl.csv,Linear Regression,0.556462913334484,1.7848543652488869,0.8042688096037832
kanzi,artificl.csv,XGBoost,0.05388195452858146,0.20550346717050932,0.11373660380462601
kanzi,deepfield.csv,Linear Regression,0.49263727653090855,2.188944314090396,0.7602900321524528
kanzi,deepfield.csv,XGBoost,0.02085394594912672,0.1325815064642291,0.046682266515876536
kanzi,deepfield.csv,Linear Regression,0.5172270095900837,3.1063639748272407,0.7932350628151867
kanzi,deepfield.csv,XGBoost,0.023849106414223588,0.1494896081307735,0.05349858408896329
kanzi,deepfield.csv,Linear Regression,0.5019190088469684,2.9655853126590324,0.7526641060143879
kanzi,deepfield.csv,XGBoost,0.020778454074953153,0.13384099584465067,0.03730332748273861
kanzi,deepfield.csv,Linear Regression,0.5004618495859244,2.9545440185793925,0.780132396823413
kanzi,deepfield.csv,XGBoost,0.024067370028308117,0.1931227200592169,0.08198405494804077
kanzi,deepfield.csv,Linear Regression,0.49799599867540767,2.4390357859076714,0.745866683306307
kanzi,deepfield.csv,XGBoost,0.020834502293750442,0.13293949021491316,0.03856276681550453
kanzi,enwik8.csv,Linear Regression,0.5002401635527699,2.503969203059729,0.7986067628464609
kanzi,enwik8.csv,XGBoost,0.018505417959896752,0.1765902759141145,0.04132974149650643
kanzi,enwik8.csv,Linear Regression,0.5302975843514325,2.8796357166149265,0.840425589477566
kanzi,enwik8.csv,XGBoost,0.021030572572698563,0.17945940180512052,0.053641454989102416
kanzi,enwik8.csv,Linear Regression,0.5189850247186691,3.567073937457742,0.8045793886816133
kanzi,enwik8.csv,XGBoost,0.01813597847123165,0.3424843140830686,0.035385831146512496
kanzi,enwik8.csv,Linear Regression,0.5142523531157673,3.1049935067917303,0.8300868009769877
kanzi,enwik8.csv,XGBoost,0.022585358195551332,0.14635082972033853,0.08416783590205683
kanzi,enwik8.csv,Linear Regression,0.5078024944534838,3.3345204231404484,0.779714861697988
kanzi,enwik8.csv,XGBoost,0.019078196506589897,0.2922708928122551,0.03617168402610611
kanzi,fannie_mae_500k.csv,Linear Regression,0.5279097871084656,1.3314710555481717,0.8310767977937906
kanzi,fannie_mae_500k.csv,XGBoost,0.015647469380424602,0.05079060886666291,0.042093110161821115
kanzi,fannie_mae_500k.csv,Linear Regression,0.5602912362710982,1.5196803031603414,0.8716242396046059
kanzi,fannie_mae_500k.csv,XGBoost,0.016770503433104704,0.08455559560940815,0.04815315031265439
kanzi,fannie_mae_500k.csv,Linear Regression,0.5482096712916882,1.642099190486393,0.8372166382219457
kanzi,fannie_mae_500k.csv,XGBoost,0.015494810172531829,0.11127983454940059,0.03386475051145168
kanzi,fannie_mae_500k.csv,Linear Regression,0.5459933720288249,1.5294729544283587,0.8664848125081507
kanzi,fannie_mae_500k.csv,XGBoost,0.01792260317742804,0.06615353776781718,0.06952440611489781
kanzi,fannie_mae_500k.csv,Linear Regression,0.5377675992009379,2.8345461927895674,0.8117612944750466
kanzi,fannie_mae_500k.csv,XGBoost,0.015590076802348446,0.10339232605679036,0.036416688295870435
kanzi,large.csv,Linear Regression,0.4989102544798894,5.1978721339901055,0.7949458668139113
kanzi,large.csv,XGBoost,0.018650173151736994,0.2612141001604991,0.0379099608630961
kanzi,large.csv,Linear Regression,0.529444474891564,4.883985254485168,0.8350947130532025
kanzi,large.csv,XGBoost,0.021099661523404062,0.20122491276246166,0.0508584814382319
kanzi,large.csv,Linear Regression,0.5206574728650329,7.031279591078042,0.804421879769219
kanzi,large.csv,XGBoost,0.018914404619351843,0.2164090872567728,0.03436229637286834
kanzi,large.csv,Linear Regression,0.5159704378178471,5.407951623401967,0.8307988309420344
kanzi,large.csv,XGBoost,0.022939436345706134,0.22702495133649783,0.08015252991872879
kanzi,large.csv,Linear Regression,0.5093309337699562,8.513010888934378,0.7782719131014965
kanzi,large.csv,XGBoost,0.019451135090598683,0.2541133445257166,0.035372179251869244
kanzi,misc.csv,Linear Regression,0.46722388082704985,5.187923459895293,0.7173884327549815
kanzi,misc.csv,XGBoost,0.03867824058727274,0.3152851740151284,0.06355836668773181
kanzi,misc.csv,Linear Regression,0.499721413291669,4.399714451001439,0.751462941952886
kanzi,misc.csv,XGBoost,0.04083671282028432,0.34546528580293984,0.07428973478593592
kanzi,misc.csv,Linear Regression,0.49140053561913555,3.3800321641602755,0.7332321277786145
kanzi,misc.csv,XGBoost,0.03965086246060559,0.2286164095581969,0.06961929604209632
kanzi,misc.csv,Linear Regression,0.487156972723376,3.871937220042558,0.7503012676300297
kanzi,misc.csv,XGBoost,0.041362896027140515,0.29384642358086205,0.08595910968439327
kanzi,misc.csv,Linear Regression,0.48290197020887965,4.742579903061956,0.7103595650164913
kanzi,misc.csv,XGBoost,0.039104440753140395,0.37024413902224773,0.07090662807207262
kanzi,silesia.csv,Linear Regression,0.5016762081152841,3.401426370486692,0.8014694209898264
kanzi,silesia.csv,XGBoost,0.01722358719913967,0.12413709021216512,0.03960036840448881
kanzi,silesia.csv,Linear Regression,0.5317798404146128,4.769558894720586,0.8386833804510873
kanzi,silesia.csv,XGBoost,0.01798260341786174,0.13303325685144518,0.04722398039349117
kanzi,silesia.csv,Linear Regression,0.5227753685280314,3.7199002749023053,0.8099419349798609
kanzi,silesia.csv,XGBoost,0.017326627928710713,0.15832507478502128,0.03271816383561019
kanzi,silesia.csv,Linear Regression,0.5177950106188275,9.342755188538943,0.8331671843191303
kanzi,silesia.csv,XGBoost,0.020290735893290845,0.32681762311593004,0.06663010275533071
kanzi,silesia.csv,Linear Regression,0.5098256547416882,9.847519735400306,0.7831302410452969
kanzi,silesia.csv,XGBoost,0.01765255644238796,0.2686915648996841,0.034941005022372164
kanzi,vmlinux.csv,Linear Regression,0.5502036955731361,2.8803114082662193,0.7511584770810892
kanzi,vmlinux.csv,XGBoost,0.028576264975503335,0.07702778662894809,0.07271299878541333
kanzi,vmlinux.csv,Linear Regression,0.5737007928195539,2.1217312935972803,0.7776865630535186
kanzi,vmlinux.csv,XGBoost,0.027066836345716987,0.06500539521831639,0.07176879033392261
kanzi,vmlinux.csv,Linear Regression,0.5614595495814341,2.384351887625501,0.7663103051239673
kanzi,vmlinux.csv,XGBoost,0.026554074143023625,0.06565206142667898,0.07081279701070078
kanzi,vmlinux.csv,Linear Regression,0.5503110456982949,3.1557069920713365,0.7530694560876801
kanzi,vmlinux.csv,XGBoost,0.027465484022569726,0.07558771046054626,0.0725844744286885
kanzi,vmlinux.csv,Linear Regression,0.5702480519393319,2.1687487633408105,0.7808100014386348
kanzi,vmlinux.csv,XGBoost,0.026436247699384737,0.048579226019975275,0.07420024702031909
lrzip,ambivert.wav.tar.csv,Linear Regression,0.767846732618721,1.0755943569868556,1.1816050315189939
lrzip,ambivert.wav.tar.csv,XGBoost,1.2051260382257496,2.1106394622146505,1.7860716583477645
lrzip,ambivert.wav.tar.csv,Linear Regression,0.5914447526833336,0.9623827890931951,1.031490854397352
lrzip,ambivert.wav.tar.csv,XGBoost,0.7280612538568443,1.4473010382369718,1.17397402257788
lrzip,ambivert.wav.tar.csv,Linear Regression,0.5849157607767033,1.0054604484263336,0.9102831719539903
lrzip,ambivert.wav.tar.csv,XGBoost,0.9675013603024225,2.0682734444756785,1.4593733087138527
lrzip,ambivert.wav.tar.csv,Linear Regression,0.6998145933415385,1.073894244227908,1.0959308304045379
lrzip,ambivert.wav.tar.csv,XGBoost,1.00419939823875,1.8462769484459072,1.5133154252895877
lrzip,ambivert.wav.tar.csv,Linear Regression,0.8079020479348649,0.8524022728618607,1.3324395013698662
lrzip,ambivert.wav.tar.csv,XGBoost,1.0370766478836984,1.4440961994010388,1.5706981372658844
lrzip,artificl.tar.csv,Linear Regression,0.8969278394518144,0.8877662959218461,1.0393412424560995
lrzip,artificl.tar.csv,XGBoost,0.8680500318210579,0.8561289503673992,1.0739761519863358
lrzip,artificl.tar.csv,Linear Regression,0.8032665584987895,0.8004078487428143,0.8697287815805272
lrzip,artificl.tar.csv,XGBoost,0.8480967107083596,0.8452351197942797,1.1316395871179443
lrzip,artificl.tar.csv,Linear Regression,0.8422870315837645,0.8416153330968692,0.9458042273569948
lrzip,artificl.tar.csv,XGBoost,0.7906105183513016,0.7957437571557496,1.0252835130628706
lrzip,artificl.tar.csv,Linear Regression,0.8086581406060006,0.8129210683986362,0.9490921711157324
lrzip,artificl.tar.csv,XGBoost,0.8196959335008431,0.8234765673481272,1.0754703453570007
lrzip,artificl.tar.csv,Linear Regression,0.876469368622691,0.8777539970912409,1.0199374897019724
lrzip,artificl.tar.csv,XGBoost,1.0332582250836353,1.0404391672576585,1.278621363573027
lrzip,deepfield.tar.csv,Linear Regression,0.7838753447181649,1.1096537106000686,1.190390830344381
lrzip,deepfield.tar.csv,XGBoost,1.285523410907311,2.193728921659686,1.9190326931350856
lrzip,deepfield.tar.csv,Linear Regression,0.58295020313311,0.9589204042263391,0.9867191944237007
lrzip,deepfield.tar.csv,XGBoost,0.7283310427241496,1.4751029970364131,1.139080067112911
lrzip,deepfield.tar.csv,Linear Regression,0.6161158505547923,0.9842074391034688,0.9907936984126827
lrzip,deepfield.tar.csv,XGBoost,0.8709808521733003,1.7717803203167537,1.3387730723075169
lrzip,deepfield.tar.csv,Linear Regression,0.7101777894048451,1.0896052175051756,1.1101992227220085
lrzip,deepfield.tar.csv,XGBoost,0.8976841638303343,1.5903571026060872,1.35402224876019
lrzip,deepfield.tar.csv,Linear Regression,0.8102980920569983,0.8529600457887565,1.3214512512107508
lrzip,deepfield.tar.csv,XGBoost,1.0489902065269203,1.4591078374457054,1.5776016374286175
lrzip,enwik8.tar.csv,Linear Regression,0.7916899398010198,0.9972338021884956,1.1625316133662402
lrzip,enwik8.tar.csv,XGBoost,1.1969792370223364,1.8384826162524008,1.7148404639977088
lrzip,enwik8.tar.csv,Linear Regression,0.6547833730292606,0.9525394211514239,1.006802514952787
lrzip,enwik8.tar.csv,XGBoost,0.7909448364689008,1.237582044291695,1.1862924615584318
lrzip,enwik8.tar.csv,Linear Regression,0.6722685896854872,0.9208544724576486,0.9882608142849731
lrzip,enwik8.tar.csv,XGBoost,0.8544003662466606,1.497978545399882,1.2114328574603095
lrzip,enwik8.tar.csv,Linear Regression,0.7601929124505418,1.0318950632352357,1.1237040041176858
lrzip,enwik8.tar.csv,XGBoost,0.9687711869498368,1.4418732714480946,1.3869602057472308
lrzip,enwik8.tar.csv,Linear Regression,0.868025525613322,0.8494981015456105,1.3006007413408136
lrzip,enwik8.tar.csv,XGBoost,1.0288763796210703,1.246136222005817,1.4837678217395254
lrzip,fannie_mae_500k.tar.csv,Linear Regression,0.8061811444666277,1.8432166107688326,1.1835421954754142
lrzip,fannie_mae_500k.tar.csv,XGBoost,1.2466521609711871,3.70048138148134,1.7298855794080177
lrzip,fannie_mae_500k.tar.csv,Linear Regression,0.6735246579711461,1.5035546764681722,1.023687364250461
lrzip,fannie_mae_500k.tar.csv,XGBoost,0.8766828439728742,3.2615176706620606,1.2739890808901762
lrzip,fannie_mae_500k.tar.csv,Linear Regression,0.6652527860496338,1.346201232355673,0.9804125165948675
lrzip,fannie_mae_500k.tar.csv,XGBoost,0.90637568506095,3.733005498553731,1.2711449431274817
lrzip,fannie_mae_500k.tar.csv,Linear Regression,0.7342675248136387,1.9063385289456019,1.0620316388116264
lrzip,fannie_mae_500k.tar.csv,XGBoost,0.966809637152545,3.501898103650676,1.3297831399279625
lrzip,fannie_mae_500k.tar.csv,Linear Regression,0.8750227673561872,1.124477747600306,1.282598512583293
lrzip,fannie_mae_500k.tar.csv,XGBoost,1.0255517479951692,2.899707706584318,1.4435842758390505
lrzip,large.tar.csv,Linear Regression,0.884326248476089,3.0092407647909685,1.1910853315398948
lrzip,large.tar.csv,XGBoost,1.083665529420129,5.471275188376751,1.4249688998966066
lrzip,large.tar.csv,Linear Regression,0.701901380132703,2.475496134054291,0.9833771632374492
lrzip,large.tar.csv,XGBoost,1.0737706394513844,9.027978443046155,1.3866372580149366
lrzip,large.tar.csv,Linear Regression,0.730854984673531,2.340190250621452,1.011821356731658
lrzip,large.tar.csv,XGBoost,0.9534767210204018,8.38352115279159,1.23049007035303
lrzip,large.tar.csv,Linear Regression,0.7422391532408502,4.155154654313444,1.0040006114926567
lrzip,large.tar.csv,XGBoost,1.02390888504574,9.55776676479998,1.3417868534673247
lrzip,large.tar.csv,Linear Regression,0.8867433969965604,3.352570620557663,1.1660218331278505
lrzip,large.tar.csv,XGBoost,1.111577774790041,8.822715374132367,1.3668284678576428
lrzip,misc.tar.csv,Linear Regression,0.9293758515840026,0.9145701397245984,1.0896297369912802
lrzip,misc.tar.csv,XGBoost,0.9611459586124051,0.9518954479644498,1.1778986119273875
lrzip,misc.tar.csv,Linear Regression,0.800044368198548,0.7957948438473964,0.8826297985884376
lrzip,misc.tar.csv,XGBoost,0.8338641556299484,0.8320276346968258,1.0738606498804821
lrzip,misc.tar.csv,Linear Regression,0.841254866379517,0.8544959620573438,0.9524236397054744
lrzip,misc.tar.csv,XGBoost,0.7997091489609892,0.8218846371593986,1.0298653893931278
lrzip,misc.tar.csv,Linear Regression,0.7818374049900763,0.8433702036346543,0.9362357327932086
lrzip,misc.tar.csv,XGBoost,0.7510971958258759,0.821187340684234,1.0037508827370105
lrzip,misc.tar.csv,Linear Regression,0.8796425458747726,0.9278352963624761,1.022336410233005
lrzip,misc.tar.csv,XGBoost,1.0147838226272052,1.1062499905590413,1.2454592728181892
lrzip,silesia.tar.csv,Linear Regression,0.7830839438688871,1.0015941694740504,1.1395775793859648
lrzip,silesia.tar.csv,XGBoost,1.1582677656708191,1.7147974388924305,1.6704938278120411
lrzip,silesia.tar.csv,Linear Regression,0.6570750643045686,0.9422922604165355,1.0179170824075172
lrzip,silesia.tar.csv,XGBoost,0.804405693339018,1.2554090787854335,1.2222427567600376
lrzip,silesia.tar.csv,Linear Regression,0.6683818733031447,0.9256068255837181,0.9745947699044747
lrzip,silesia.tar.csv,XGBoost,0.8365120471192987,1.4161330901785811,1.2331522931251462
lrzip,silesia.tar.csv,Linear Regression,0.7514215207620905,1.0236031604413047,1.0958748745734261
lrzip,silesia.tar.csv,XGBoost,0.9517306306313872,1.575047886732352,1.3369632933922906
lrzip,silesia.tar.csv,Linear Regression,0.8664679934479016,0.8554175614628187,1.2891542778211107
lrzip,silesia.tar.csv,XGBoost,1.0298760574826458,1.201136588690151,1.5414008816342646
lrzip,uiq-32.bin.csv,Linear Regression,0.7753700708191065,1.0222885161703341,1.0806512206801573
lrzip,uiq-32.bin.csv,XGBoost,1.0993152028487185,1.7159674508019906,1.5217783456035854
lrzip,uiq-32.bin.csv,Linear Regression,0.6495811958379596,0.9548576987799272,0.9484118624514133
lrzip,uiq-32.bin.csv,XGBoost,0.7671549531282909,1.1837110092917251,1.1272246226020155
lrzip,uiq-32.bin.csv,Linear Regression,0.6945355477060265,0.9100365519702388,1.0054340741247718
lrzip,uiq-32.bin.csv,XGBoost,0.9034168763238681,1.4700405767184463,1.2901908355510836
lrzip,uiq-32.bin.csv,Linear Regression,0.7579517052162117,0.9781892483763224,1.1173511939757654
lrzip,uiq-32.bin.csv,XGBoost,0.9278004819309967,1.4425106206004814,1.323197566751115
lrzip,uiq-32.bin.csv,Linear Regression,0.8714970130491095,0.8543522410289657,1.2766253945223183
lrzip,uiq-32.bin.csv,XGBoost,1.0248481962570601,1.182640275704722,1.5191983759791714
lrzip,uiq2-16.bin.csv,Linear Regression,0.785243040409924,0.933537879886759,1.1941058319245397
lrzip,uiq2-16.bin.csv,XGBoost,1.184952877629615,1.7554403751235972,1.6955979863787798
lrzip,uiq2-16.bin.csv,Linear Regression,0.6692243878040616,0.9410089655284755,1.0415886620228867
lrzip,uiq2-16.bin.csv,XGBoost,0.8258481362438491,1.3054312304923177,1.2676697922422768
lrzip,uiq2-16.bin.csv,Linear Regression,0.6492154322444048,0.9180333502410555,0.9427050990131467
lrzip,uiq2-16.bin.csv,XGBoost,0.8926520601261704,1.5906305314789544,1.270162985525185
lrzip,uiq2-16.bin.csv,Linear Regression,0.7382578897446135,1.0090814176727398,1.0631692501479995
lrzip,uiq2-16.bin.csv,XGBoost,0.9810418375103357,1.5694855189401224,1.386865275227705
lrzip,uiq2-16.bin.csv,Linear Regression,0.8460245179439233,0.857839238079123,1.2617509102726951
lrzip,uiq2-16.bin.csv,XGBoost,1.0293907258755453,1.2755820513897054,1.4937005229421638
lrzip,uiq2-4.bin.csv,Linear Regression,0.7881673160942649,1.1107262215415497,1.1563777315903232
lrzip,uiq2-4.bin.csv,XGBoost,1.187205800107281,1.9821482007292979,1.7636839849346542
lrzip,uiq2-4.bin.csv,Linear Regression,0.6301255448664452,1.0518614868304959,1.0036529769880873
lrzip,uiq2-4.bin.csv,XGBoost,0.7884198580342445,1.5439079148963786,1.194725816624599
lrzip,uiq2-4.bin.csv,Linear Regression,0.6480467454622392,0.9731611076932503,1.0154446295421828
lrzip,uiq2-4.bin.csv,XGBoost,0.8633221722768949,1.7526316351106601,1.2890495245473763
lrzip,uiq2-4.bin.csv,Linear Regression,0.7315517336535327,1.1602920138735064,1.1199153410590177
lrzip,uiq2-4.bin.csv,XGBoost,0.9390999210526647,1.8161330643017801,1.3787729627567684
lrzip,uiq2-4.bin.csv,Linear Regression,0.8264956391411967,0.946730501383052,1.243359515633882
lrzip,uiq2-4.bin.csv,XGBoost,1.0589799194834877,1.6407598455143786,1.5107389061752219
lrzip,uiq2-8.bin.csv,Linear Regression,0.7875351308648637,0.9495696552250924,1.1884954781085926
lrzip,uiq2-8.bin.csv,XGBoost,1.1072525443941597,1.6272202303372778,1.6055843616661067
lrzip,uiq2-8.bin.csv,Linear Regression,0.669125594887602,0.9600642511033466,1.058353047721764
lrzip,uiq2-8.bin.csv,XGBoost,0.8601732565809983,1.462989483270635,1.233809610104849
lrzip,uiq2-8.bin.csv,Linear Regression,0.6681993772518557,0.90503511725545,1.0010951190166653
lrzip,uiq2-8.bin.csv,XGBoost,0.9173364935359036,1.5287671033418955,1.3624333805430886
lrzip,uiq2-8.bin.csv,Linear Regression,0.7319431256873051,1.0721088952642759,1.0470906557290574
lrzip,uiq2-8.bin.csv,XGBoost,0.9466126806749303,1.633653519416699,1.3609066880963285
lrzip,uiq2-8.bin.csv,Linear Regression,0.8435278721356092,0.8850226896000518,1.2407253987816744
lrzip,uiq2-8.bin.csv,XGBoost,1.0601503875044869,1.3744648369473704,1.517202240672542
lrzip,vmlinux-5.10.tar.csv,Linear Regression,0.8083504881362984,2.5326441308604477,1.1880818678629212
lrzip,vmlinux-5.10.tar.csv,XGBoost,1.1795264918948285,5.60480572674337,1.7210056433592482
lrzip,vmlinux-5.10.tar.csv,Linear Regression,0.6473934688776827,1.577994284170761,1.0272027725139128
lrzip,vmlinux-5.10.tar.csv,XGBoost,0.8485847746918351,4.356981011451592,1.25340317134511
lrzip,vmlinux-5.10.tar.csv,Linear Regression,0.643772161210858,1.264413077102566,0.9741083635662026
lrzip,vmlinux-5.10.tar.csv,XGBoost,0.8726639373632625,3.345277936921089,1.2695904203696544
lrzip,vmlinux-5.10.tar.csv,Linear Regression,0.7294171400939363,1.8008849745966558,1.0639162457466063
lrzip,vmlinux-5.10.tar.csv,XGBoost,1.0176429143466248,3.9874140665868363,1.4382245637786388
lrzip,vmlinux-5.10.tar.csv,Linear Regression,0.8585263448342954,1.1478692958038663,1.2820772522141384
lrzip,vmlinux-5.10.tar.csv,XGBoost,1.0385710048807881,3.669525970577751,1.4602928066004517
x264,blue_sky_1080p25_short.y4m.csv,Linear Regression,0.3242040547772484,1.1934732221329876,0.4167182887188007
x264,blue_sky_1080p25_short.y4m.csv,XGBoost,0.12001057668703598,0.40232624721469656,0.2659775628317808
